TransactionID,variable,item
10,Item 6,cream cheese
7,Item 6,rolls/buns
8,Item 6,pickled vegetables
6,Item 6,whipped/sour cream
15,Item 6,yogurt
6,Item 6,pastry
12,Item 6,rolls/buns
6,Item 6,chocolate
16,Item 6,tidbits
32,Item 6,beef
10,Item 6,baking powder
8,Item 6,cereals
19,Item 6,other vegetables
7,Item 6,whisky
13,Item 6,other vegetables
9,Item 6,brandy
12,Item 6,margarine
18,Item 6,whipped/sour cream
17,Item 6,root vegetables
10,Item 6,pastry
8,Item 6,chewing gum
10,Item 6,butter
9,Item 6,specialty cheese
8,Item 6,whole milk
11,Item 6,rice
13,Item 6,whole milk
11,Item 6,whipped/sour cream
8,Item 6,softener
13,Item 6,sliced cheese
6,Item 6,kitchen towels
11,Item 6,other vegetables
6,Item 6,candles
14,Item 6,soft cheese
17,Item 6,ice cream
19,Item 6,yogurt
12,Item 6,sweet spreads
7,Item 6,cream cheese
12,Item 6,white bread
10,Item 6,beverages
11,Item 6,misc. beverages
10,Item 6,waffles
9,Item 6,dish cleaner
6,Item 6,baking powder
15,Item 6,butter milk
15,Item 6,rolls/buns
10,Item 6,condensed milk
9,Item 6,curd
7,Item 6,brown bread
9,Item 6,domestic eggs
7,Item 6,yogurt
15,Item 6,onions
7,Item 6,misc. beverages
8,Item 6,mustard
7,Item 6,vinegar
8,Item 6,frozen meals
10,Item 6,canned fruit
7,Item 6,red/blush wine
10,Item 6,margarine
12,Item 6,brown bread
6,Item 6,brandy
13,Item 6,uht-milk
7,Item 6,chewing gum
9,Item 6,flour
15,Item 6,mayonnaise
8,Item 6,cream cheese
9,Item 6,butter milk
6,Item 6,mustard
6,Item 6,sugar
7,Item 6,frozen vegetables
10,Item 6,soups
10,Item 6,salt
17,Item 6,whipped/sour cream
7,Item 6,sweet spreads
8,Item 6,jam
9,Item 6,bottled beer
6,Item 6,chewing gum
6,Item 6,frozen meals
11,Item 6,frozen fish
10,Item 6,whipped/sour cream
8,Item 6,chocolate
12,Item 6,frozen vegetables
7,Item 6,pasta
11,Item 6,instant coffee
9,Item 6,hard cheese
21,Item 6,pip fruit
16,Item 6,other vegetables
9,Item 6,whole milk
10,Item 6,ketchup
12,Item 6,yogurt
8,Item 6,male cosmetics
19,Item 6,pip fruit
9,Item 6,ketchup
16,Item 6,soft cheese
16,Item 6,onions
17,Item 6,dessert
11,Item 6,cat food
10,Item 6,sauces
10,Item 6,vinegar
8,Item 6,butter
15,Item 6,brown bread
7,Item 6,jam
7,Item 6,white bread
7,Item 6,baking powder
8,Item 6,specialty chocolate
10,Item 6,salty snack
8,Item 6,frozen potato products
9,Item 6,canned fish
9,Item 6,salt
7,Item 6,liquor
7,Item 6,syrup
12,Item 6,roll products
22,Item 6,other vegetables
13,Item 6,domestic eggs
9,Item 6,root vegetables
6,Item 6,domestic eggs
8,Item 6,canned fish
7,Item 6,dish cleaner
9,Item 6,coffee
10,Item 6,mustard
8,Item 6,white wine
9,Item 6,pickled vegetables
9,Item 6,salty snack
8,Item 6,dish cleaner
15,Item 6,frozen dessert
9,Item 6,fruit/vegetable juice
9,Item 6,cream cheese
7,Item 6,snack products
6,Item 6,specialty cheese
14,Item 6,yogurt
12,Item 6,specialty cheese
22,Item 6,whole milk
7,Item 6,cat food
6,Item 6,whole milk
8,Item 6,seasonal products
9,Item 6,specialty fat
14,Item 6,salt
13,Item 6,rolls/buns
6,Item 6,salt
12,Item 6,other vegetables
8,Item 6,waffles
12,Item 6,tidbits
19,Item 6,soft cheese
11,Item 6,soda
8,Item 6,pasta
10,Item 6,frozen dessert
8,Item 6,semi-finished bread
9,Item 6,mayonnaise
7,Item 6,instant food products
11,Item 6,domestic eggs
11,Item 6,root vegetables
7,Item 6,whipped/sour cream
7,Item 6,sugar
16,Item 6,whole milk
16,Item 6,yogurt
19,Item 6,berries
10,Item 6,root vegetables
13,Item 6,curd
9,Item 6,sweet spreads
6,Item 6,dog food
14,Item 6,butter
10,Item 6,liquor (appetizer)
7,Item 6,newspapers
6,Item 6,misc. beverages
15,Item 6,ice cream
6,Item 6,instant coffee
6,Item 6,female sanitary products
7,Item 6,pickled vegetables
29,Item 6,other vegetables
11,Item 6,dessert
6,Item 6,cereals
12,Item 6,cream cheese
12,Item 6,frozen meals
11,Item 6,curd
20,Item 6,whipped/sour cream
13,Item 6,soft cheese
7,Item 6,cling film/bags
8,Item 6,misc. beverages
14,Item 6,root vegetables
12,Item 6,frozen fish
14,Item 6,uht-milk
15,Item 6,cream cheese
11,Item 6,canned beer
7,Item 6,sparkling wine
8,Item 6,cat food
15,Item 6,uht-milk
12,Item 6,dessert
10,Item 6,pasta
7,Item 6,mustard
12,Item 6,butter
6,Item 6,bottled water
16,Item 6,beverages
15,Item 6,curd
10,Item 6,whole milk
7,Item 6,pet care
11,Item 6,frozen meals
12,Item 6,pastry
7,Item 6,chocolate
9,Item 6,uht-milk
6,Item 6,dish cleaner
8,Item 6,nut snack
8,Item 6,flour
8,Item 6,red/blush wine
18,Item 6,dessert
6,Item 6,chocolate marshmallow
9,Item 6,ready soups
9,Item 6,chocolate marshmallow
16,Item 6,roll products
16,Item 6,hard cheese
6,Item 6,cleaner
8,Item 6,house keeping products
6,Item 6,cooking chocolate
9,Item 6,pasta
14,Item 6,frozen meals
17,Item 6,hard cheese
6,Item 6,pickled vegetables
8,Item 6,dessert
14,Item 6,tropical fruit
8,Item 6,roll products
16,Item 6,frozen meals
7,Item 6,spices
14,Item 6,coffee
18,Item 6,root vegetables
13,Item 6,root vegetables
13,Item 6,frozen dessert
11,Item 6,chewing gum
6,Item 6,canned vegetables
6,Item 6,soft cheese
9,Item 6,roll products
8,Item 6,tea
7,Item 6,chocolate marshmallow
10,Item 6,white bread
9,Item 6,chewing gum
10,Item 6,frozen fish
18,Item 6,beverages
9,Item 6,pet care
14,Item 6,frozen vegetables
12,Item 6,sliced cheese
9,Item 6,soups
14,Item 6,sliced cheese
10,Item 6,roll products
19,Item 6,pastry
14,Item 6,vinegar
9,Item 6,processed cheese
12,Item 6,oil
14,Item 6,whipped/sour cream
15,Item 6,whipped/sour cream
15,Item 6,frozen vegetables
13,Item 6,cream cheese
6,Item 6,cream cheese
8,Item 6,mayonnaise
10,Item 6,popcorn
21,Item 6,other vegetables
14,Item 6,frozen dessert
8,Item 6,liquor (appetizer)
9,Item 6,beverages
7,Item 6,salt
16,Item 6,pip fruit
9,Item 6,frozen meals
8,Item 6,meat spreads
10,Item 6,mayonnaise
12,Item 6,citrus fruit
22,Item 6,tropical fruit
14,Item 6,brown bread
14,Item 6,dessert
6,Item 6,white bread
8,Item 6,kitchen towels
9,Item 6,ice cream
12,Item 6,flour
9,Item 6,long life bakery product
11,Item 6,red/blush wine
8,Item 6,soft cheese
11,Item 6,roll products
7,Item 6,canned fruit
9,Item 6,dog food
7,Item 6,male cosmetics
11,Item 6,spread cheese
11,Item 6,butter milk
15,Item 6,butter
20,Item 6,root vegetables
27,Item 6,pip fruit
8,Item 6,butter milk
6,Item 6,roll products
20,Item 6,frozen potato products
9,Item 6,cream
11,Item 6,sweet spreads
7,Item 6,tea
14,Item 6,rolls/buns
9,Item 6,frozen potato products
10,Item 6,sugar
13,Item 6,sparkling wine
9,Item 6,cocoa drinks
15,Item 6,potato products
16,Item 6,root vegetables
9,Item 6,detergent
12,Item 6,hard cheese
8,Item 6,canned fruit
6,Item 6,pudding powder
6,Item 6,ice cream
6,Item 6,oil
7,Item 6,detergent
8,Item 6,sweet spreads
8,Item 6,instant food products
8,Item 6,cling film/bags
14,Item 6,mustard
8,Item 6,sauces
10,Item 6,hard cheese
9,Item 6,butter
11,Item 6,sliced cheese
7,Item 6,rice
10,Item 6,artif. sweetener
16,Item 6,butter
10,Item 6,canned beer
11,Item 6,curd cheese
17,Item 6,curd
6,Item 6,meat spreads
13,Item 6,meat spreads
7,Item 6,frozen meals
6,Item 6,canned fish
7,Item 6,cake bar
13,Item 6,frozen meals
8,Item 6,ice cream
13,Item 6,sauces
8,Item 6,rice
11,Item 6,salt
15,Item 6,soft cheese
9,Item 6,specialty chocolate
11,Item 6,processed cheese
9,Item 6,frozen fish
17,Item 6,soups
16,Item 6,processed cheese
15,Item 6,dessert
13,Item 6,butter milk
13,Item 6,pastry
10,Item 6,chocolate
9,Item 6,dessert
21,Item 6,processed cheese
28,Item 6,butter
12,Item 6,instant coffee
8,Item 6,ketchup
6,Item 6,preservation products
8,Item 6,uht-milk
9,Item 6,rum
23,Item 6,root vegetables
9,Item 6,condensed milk
16,Item 6,frozen vegetables
11,Item 6,white bread
7,Item 6,specialty chocolate
12,Item 6,root vegetables
12,Item 6,beverages
6,Item 6,soups
6,Item 6,make up remover
6,Item 6,jam
11,Item 6,pickled vegetables
7,Item 6,zwieback
7,Item 6,liquor (appetizer)
10,Item 6,canned vegetables
12,Item 6,soda
18,Item 6,sliced cheese
16,Item 6,spread cheese
10,Item 6,pet care
7,Item 6,curd cheese
15,Item 6,sugar
7,Item 6,hard cheese
13,Item 6,vinegar
7,Item 6,abrasive cleaner
10,Item 6,packaged fruit/vegetables
7,Item 6,specialty cheese
7,Item 6,ice cream
17,Item 6,onions
9,Item 6,canned vegetables
20,Item 6,dessert
13,Item 6,canned vegetables
8,Item 6,canned vegetables
9,Item 6,cat food
16,Item 6,soups
11,Item 6,frozen dessert
7,Item 6,light bulbs
6,Item 6,rubbing alcohol
19,Item 6,brown bread
13,Item 6,herbs
6,Item 6,liquor (appetizer)
14,Item 6,curd
15,Item 6,rice
18,Item 6,whole milk
10,Item 6,zwieback
10,Item 6,specialty fat
6,Item 6,photo/film
10,Item 6,cocoa drinks
8,Item 6,sliced cheese
13,Item 6,frozen fish
11,Item 6,specialty chocolate
8,Item 6,hygiene articles
7,Item 6,popcorn
19,Item 6,onions
9,Item 6,red/blush wine
14,Item 6,frozen potato products
16,Item 6,pastry
7,Item 6,soups
6,Item 6,sweet spreads
6,Item 6,red/blush wine
12,Item 6,mustard
8,Item 6,abrasive cleaner
11,Item 6,vinegar
15,Item 6,tropical fruit
18,Item 6,packaged fruit/vegetables
9,Item 6,semi-finished bread
6,Item 6,instant food products
11,Item 6,specialty cheese
6,Item 6,canned fruit
16,Item 6,dessert
8,Item 6,napkins
11,Item 6,ice cream
8,Item 6,beverages
16,Item 6,herbs
20,Item 6,berries
8,Item 6,dental care
9,Item 6,canned fruit
12,Item 6,herbs
21,Item 6,uht-milk
7,Item 6,dog food
21,Item 6,cream cheese
13,Item 6,cat food
11,Item 6,herbs
10,Item 6,onions
21,Item 6,whole milk
7,Item 6,frozen potato products
9,Item 6,curd cheese
12,Item 6,spread cheese
16,Item 6,packaged fruit/vegetables
10,Item 6,long life bakery product
18,Item 6,onions
7,Item 6,uht-milk
14,Item 6,herbs
6,Item 6,sauces
13,Item 6,semi-finished bread
9,Item 6,white wine
24,Item 6,whole milk
10,Item 6,curd cheese
10,Item 6,hygiene articles
12,Item 6,processed cheese
11,Item 6,snack products
11,Item 6,onions
20,Item 6,whole milk
16,Item 6,condensed milk
16,Item 6,rolls/buns
13,Item 6,white bread
18,Item 6,yogurt
7,Item 6,roll products
6,Item 6,popcorn
21,Item 6,curd
6,Item 6,liquor
7,Item 6,canned vegetables
29,Item 6,root vegetables
10,Item 6,coffee
16,Item 6,curd
14,Item 6,berries
12,Item 6,mayonnaise
6,Item 6,semi-finished bread
6,Item 6,rum
9,Item 6,pudding powder
14,Item 6,onions
10,Item 6,butter milk
14,Item 6,sugar
13,Item 6,condensed milk
6,Item 6,frozen vegetables
15,Item 6,other vegetables
10,Item 6,ice cream
7,Item 6,flour
14,Item 6,white wine
11,Item 6,canned fish
7,Item 6,beverages
23,Item 6,butter
14,Item 6,white bread
12,Item 6,onions
17,Item 6,grapes
9,Item 7,flour
11,Item 7,sweet spreads
7,Item 7,napkins
8,Item 7,soda
13,Item 7,pastry
10,Item 7,hard cheese
10,Item 7,semi-finished bread
7,Item 7,detergent
8,Item 7,pickled vegetables
7,Item 7,flower (seeds)
8,Item 7,specialty chocolate
10,Item 7,margarine
7,Item 7,candles
9,Item 7,rice
9,Item 7,red/blush wine
10,Item 7,butter
9,Item 7,soda
10,Item 7,softener
7,Item 7,cling film/bags
10,Item 7,pickled vegetables
8,Item 7,red/blush wine
7,Item 7,dishes
8,Item 7,male cosmetics
15,Item 7,hard cheese
7,Item 7,newspapers
10,Item 7,frozen vegetables
9,Item 7,frozen vegetables
8,Item 7,fruit/vegetable juice
8,Item 7,chocolate
23,Item 7,whole milk
7,Item 7,shopping bags
7,Item 7,brown bread
12,Item 7,whipped/sour cream
8,Item 7,tea
12,Item 7,beverages
8,Item 7,house keeping products
9,Item 7,rolls/buns
16,Item 7,frozen dessert
11,Item 7,butter
11,Item 7,rolls/buns
7,Item 7,spices
12,Item 7,sugar
8,Item 7,flour
11,Item 7,domestic eggs
11,Item 7,pastry
11,Item 7,whipped/sour cream
7,Item 7,rolls/buns
8,Item 7,sugar
10,Item 7,mustard
9,Item 7,canned beer
9,Item 7,specialty cheese
7,Item 7,soda
13,Item 7,soft cheese
9,Item 7,candy
11,Item 7,roll products
9,Item 7,misc. beverages
8,Item 7,specialty bar
8,Item 7,cake bar
8,Item 7,white bread
10,Item 7,curd cheese
7,Item 7,coffee
8,Item 7,waffles
11,Item 7,specialty fat
10,Item 7,coffee
7,Item 7,hygiene articles
11,Item 7,margarine
7,Item 7,brandy
7,Item 7,specialty bar
8,Item 7,rolls/buns
8,Item 7,rice
10,Item 7,rolls/buns
8,Item 7,rum
14,Item 7,whipped/sour cream
11,Item 7,flour
10,Item 7,soda
17,Item 7,frozen fish
7,Item 7,salty snack
9,Item 7,coffee
8,Item 7,kitchen towels
8,Item 7,whipped/sour cream
8,Item 7,margarine
13,Item 7,frozen meals
9,Item 7,sugar
8,Item 7,bottled beer
9,Item 7,specialty bar
8,Item 7,whole milk
7,Item 7,kitchen towels
10,Item 7,whipped/sour cream
11,Item 7,semi-finished bread
11,Item 7,canned fish
9,Item 7,roll products
12,Item 7,fruit/vegetable juice
7,Item 7,long life bakery product
8,Item 7,abrasive cleaner
9,Item 7,waffles
10,Item 7,bottled water
10,Item 7,canned beer
11,Item 7,coffee
11,Item 7,vinegar
8,Item 7,frozen dessert
7,Item 7,red/blush wine
8,Item 7,hygiene articles
8,Item 7,candy
7,Item 7,bottled water
14,Item 7,butter milk
9,Item 7,packaged fruit/vegetables
8,Item 7,seasonal products
9,Item 7,ice cream
17,Item 7,curd
8,Item 7,bottled water
9,Item 7,margarine
13,Item 7,canned fruit
13,Item 7,frozen vegetables
8,Item 7,long life bakery product
9,Item 7,whipped/sour cream
9,Item 7,mustard
11,Item 7,hard cheese
12,Item 7,soft cheese
9,Item 7,chocolate
7,Item 7,frozen vegetables
10,Item 7,pasta
12,Item 7,flour
10,Item 7,spread cheese
8,Item 7,instant coffee
11,Item 7,artif. sweetener
13,Item 7,butter
12,Item 7,domestic eggs
15,Item 7,other vegetables
14,Item 7,yogurt
12,Item 7,dessert
8,Item 7,beverages
8,Item 7,brandy
12,Item 7,whole milk
9,Item 7,bottled beer
14,Item 7,spread cheese
8,Item 7,popcorn
8,Item 7,misc. beverages
7,Item 7,dish cleaner
15,Item 7,white bread
8,Item 7,canned beer
8,Item 7,pastry
15,Item 7,rice
8,Item 7,coffee
8,Item 7,newspapers
19,Item 7,dessert
8,Item 7,chewing gum
10,Item 7,canned vegetables
9,Item 7,white bread
9,Item 7,fruit/vegetable juice
17,Item 7,whipped/sour cream
20,Item 7,yogurt
7,Item 7,bottled beer
16,Item 7,domestic eggs
16,Item 7,cream cheese
11,Item 7,detergent
23,Item 7,butter
10,Item 7,baking powder
18,Item 7,cream
7,Item 7,potted plants
12,Item 7,butter milk
13,Item 7,curd
8,Item 7,salty snack
13,Item 7,cat food
10,Item 7,domestic eggs
15,Item 7,yogurt
10,Item 7,candy
14,Item 7,frozen vegetables
14,Item 7,whole milk
11,Item 7,white bread
13,Item 7,beverages
14,Item 7,rolls/buns
10,Item 7,pastry
15,Item 7,sauces
11,Item 7,sugar
21,Item 7,hard cheese
18,Item 7,domestic eggs
11,Item 7,brown bread
26,Item 7,curd
13,Item 7,margarine
8,Item 7,liquor (appetizer)
11,Item 7,yogurt
9,Item 7,soups
11,Item 7,soda
8,Item 7,butter
7,Item 7,specialty chocolate
7,Item 7,instant coffee
17,Item 7,whole milk
10,Item 7,sugar
9,Item 7,pastry
8,Item 7,oil
11,Item 7,syrup
14,Item 7,flour
10,Item 7,white bread
7,Item 7,flour
8,Item 7,softener
15,Item 7,whipped/sour cream
16,Item 7,frozen fish
32,Item 7,citrus fruit
12,Item 7,white bread
15,Item 7,butter
10,Item 7,cat food
19,Item 7,whole milk
12,Item 7,frozen vegetables
10,Item 7,dog food
13,Item 7,dessert
9,Item 7,male cosmetics
12,Item 7,baking powder
18,Item 7,processed cheese
17,Item 7,onions
14,Item 7,butter
8,Item 7,salt
11,Item 7,soups
13,Item 7,whipped/sour cream
11,Item 7,whole milk
14,Item 7,cream cheese
17,Item 7,pastry
19,Item 7,whipped/sour cream
12,Item 7,soda
7,Item 7,light bulbs
7,Item 7,fruit/vegetable juice
12,Item 7,instant coffee
10,Item 7,cream cheese
11,Item 7,chewing gum
10,Item 7,chocolate
9,Item 7,female sanitary products
15,Item 7,frozen meals
7,Item 7,chocolate
15,Item 7,pastry
10,Item 7,roll products
7,Item 7,meat spreads
9,Item 7,brown bread
8,Item 7,decalcifier
7,Item 7,margarine
8,Item 7,cat food
7,Item 7,sugar
8,Item 7,baking powder
12,Item 7,pastry
13,Item 7,rolls/buns
13,Item 7,domestic eggs
9,Item 7,ketchup
10,Item 7,brown bread
15,Item 7,rolls/buns
8,Item 7,detergent
15,Item 7,domestic eggs
7,Item 7,waffles
8,Item 7,hard cheese
9,Item 7,yogurt
8,Item 7,napkins
12,Item 7,butter
7,Item 7,domestic eggs
10,Item 7,sauces
17,Item 7,herbs
17,Item 7,domestic eggs
7,Item 7,snack products
9,Item 7,pickled vegetables
10,Item 7,yogurt
9,Item 7,sliced cheese
12,Item 7,pasta
11,Item 7,uht-milk
9,Item 7,processed cheese
21,Item 7,root vegetables
16,Item 7,whole milk
7,Item 7,softener
14,Item 7,coffee
10,Item 7,cereals
12,Item 7,hard cheese
15,Item 7,dessert
19,Item 7,grapes
12,Item 7,frozen meals
7,Item 7,candy
9,Item 7,pet care
16,Item 7,oil
16,Item 7,yogurt
17,Item 7,yogurt
11,Item 7,misc. beverages
7,Item 7,syrup
16,Item 7,hard cheese
7,Item 7,oil
7,Item 7,white wine
9,Item 7,cake bar
8,Item 7,brown bread
13,Item 7,sliced cheese
10,Item 7,nut snack
12,Item 7,margarine
22,Item 7,sliced cheese
8,Item 7,jam
9,Item 7,cat food
11,Item 7,curd
15,Item 7,margarine
9,Item 7,other vegetables
7,Item 7,chewing gum
8,Item 7,sweet spreads
13,Item 7,curd cheese
9,Item 7,specialty vegetables
7,Item 7,canned beer
8,Item 7,dental care
9,Item 7,whisky
16,Item 7,frozen vegetables
9,Item 7,bottled water
7,Item 7,misc. beverages
9,Item 7,sparkling wine
8,Item 7,canned vegetables
9,Item 7,domestic eggs
7,Item 7,instant food products
22,Item 7,curd
9,Item 7,semi-finished bread
14,Item 7,sugar
12,Item 7,spread cheese
15,Item 7,curd
12,Item 7,pickled vegetables
7,Item 7,yogurt
19,Item 7,cream cheese
11,Item 7,long life bakery product
10,Item 7,artif. sweetener
13,Item 7,hard cheese
11,Item 7,other vegetables
7,Item 7,rum
16,Item 7,rolls/buns
19,Item 7,butter
8,Item 7,dishes
10,Item 7,other vegetables
10,Item 7,potato products
9,Item 7,detergent
14,Item 7,domestic eggs
7,Item 7,salt
10,Item 7,red/blush wine
7,Item 7,photo/film
9,Item 7,specialty chocolate
16,Item 7,curd
7,Item 7,seasonal products
7,Item 7,female sanitary products
8,Item 7,frozen fish
7,Item 7,specialty vegetables
14,Item 7,frozen meals
9,Item 7,frozen fish
29,Item 7,whole milk
11,Item 7,frozen vegetables
12,Item 7,frozen fish
9,Item 7,long life bakery product
11,Item 7,spices
11,Item 7,cream cheese
12,Item 7,sliced cheese
20,Item 7,cream cheese
16,Item 7,processed cheese
12,Item 7,semi-finished bread
14,Item 7,other vegetables
8,Item 7,soups
9,Item 7,salty snack
14,Item 7,hard cheese
15,Item 7,vinegar
11,Item 7,liquor (appetizer)
9,Item 7,tea
10,Item 7,uht-milk
9,Item 7,mayonnaise
15,Item 7,frozen vegetables
9,Item 7,baking powder
7,Item 7,canned fish
12,Item 7,yogurt
11,Item 7,frozen potato products
12,Item 7,ketchup
9,Item 7,hard cheese
11,Item 7,curd cheese
10,Item 7,flour
7,Item 7,liqueur
9,Item 7,cereals
18,Item 7,whipped/sour cream
8,Item 7,frozen meals
12,Item 7,oil
8,Item 7,frozen vegetables
13,Item 7,whole milk
10,Item 7,sliced cheese
7,Item 7,sparkling wine
13,Item 7,white bread
8,Item 7,instant food products
16,Item 7,cat food
9,Item 7,dish cleaner
7,Item 7,popcorn
16,Item 7,specialty cheese
8,Item 7,flower (seeds)
8,Item 7,dog food
9,Item 7,canned vegetables
17,Item 7,frozen meals
14,Item 7,curd
10,Item 7,waffles
8,Item 7,yogurt
8,Item 7,semi-finished bread
16,Item 7,pastry
10,Item 7,soft cheese
9,Item 7,hygiene articles
12,Item 7,rolls/buns
14,Item 7,soda
18,Item 7,other vegetables
13,Item 7,other vegetables
11,Item 7,decalcifier
7,Item 7,house keeping products
7,Item 7,cat food
10,Item 7,meat spreads
8,Item 7,pasta
9,Item 7,cleaner
9,Item 7,prosecco
7,Item 7,pickled vegetables
8,Item 7,cereals
8,Item 7,domestic eggs
11,Item 7,honey
18,Item 7,frozen vegetables
17,Item 7,soft cheese
14,Item 7,frozen dessert
12,Item 7,specialty cheese
7,Item 7,liquor (appetizer)
10,Item 7,specialty fat
14,Item 7,processed cheese
9,Item 7,chewing gum
9,Item 7,snack products
7,Item 7,cake bar
9,Item 7,rum
19,Item 7,semi-finished bread
14,Item 7,margarine
11,Item 7,soft cheese
12,Item 7,cream cheese
12,Item 7,waffles
14,Item 7,semi-finished bread
10,Item 7,bottled beer
7,Item 7,abrasive cleaner
15,Item 7,soft cheese
15,Item 7,frozen dessert
11,Item 7,frozen dessert
13,Item 7,spices
13,Item 7,semi-finished bread
12,Item 7,brown bread
21,Item 7,butter
9,Item 7,cream cheese
16,Item 7,root vegetables
12,Item 7,cereals
12,Item 7,root vegetables
22,Item 7,berries
11,Item 7,ready soups
14,Item 7,pastry
18,Item 7,butter milk
8,Item 7,zwieback
7,Item 7,nut snack
21,Item 7,other vegetables
8,Item 7,candles
13,Item 7,yogurt
9,Item 7,salt
9,Item 7,sweet spreads
11,Item 7,chocolate
15,Item 7,whole milk
12,Item 7,ice cream
8,Item 7,meat spreads
13,Item 7,ice cream
12,Item 7,rice
10,Item 7,oil
19,Item 7,packaged fruit/vegetables
20,Item 7,other vegetables
27,Item 7,root vegetables
9,Item 7,dental care
10,Item 7,specialty vegetables
20,Item 7,rolls/buns
13,Item 7,uht-milk
19,Item 7,soft cheese
11,Item 7,salty snack
8,Item 7,organic products
9,Item 7,pasta
14,Item 7,brown bread
10,Item 7,pudding powder
13,Item 7,chocolate
10,Item 7,chewing gum
14,Item 7,cream
15,Item 7,artif. sweetener
16,Item 7,other vegetables
9,Item 7,softener
9,Item 7,instant food products
12,Item 7,frozen fruits
7,Item 7,pastry
9,Item 7,seasonal products
8,Item 7,canned fish
12,Item 7,spices
14,Item 7,pickled vegetables
8,Item 7,white wine
13,Item 7,butter milk
9,Item 7,oil
10,Item 7,fruit/vegetable juice
10,Item 7,long life bakery product
17,Item 7,dessert
17,Item 7,butter
13,Item 7,canned fish
14,Item 7,uht-milk
13,Item 7,baking powder
14,Item 7,herbs
11,Item 7,canned vegetables
7,Item 7,skin care
17,Item 7,cat food
8,Item 7,chocolate marshmallow
7,Item 7,baking powder
9,Item 7,condensed milk
9,Item 7,zwieback
7,Item 7,mustard
13,Item 7,mustard
21,Item 7,whipped/sour cream
11,Item 7,oil
21,Item 7,white bread
28,Item 7,dessert
12,Item 7,bottled water
14,Item 7,sliced cheese
9,Item 7,spread cheese
12,Item 7,curd
9,Item 7,chocolate marshmallow
9,Item 7,dog food
23,Item 7,other vegetables
11,Item 7,sliced cheese
10,Item 7,salty snack
10,Item 7,misc. beverages
15,Item 7,frozen potato products
8,Item 7,liquor
12,Item 7,uht-milk
7,Item 7,dental care
15,Item 7,condensed milk
9,Item 7,artif. sweetener
15,Item 7,sliced cheese
11,Item 7,jam
8,Item 7,sauces
12,Item 7,roll products
12,Item 7,canned beer
18,Item 7,hard cheese
7,Item 7,canned vegetables
13,Item 7,organic products
15,Item 7,soups
8,Item 7,cream cheese
13,Item 7,instant food products
9,Item 7,sauces
17,Item 7,other vegetables
11,Item 7,meat spreads
20,Item 7,butter milk
13,Item 7,soda
16,Item 7,sweet spreads
20,Item 7,whole milk
8,Item 7,potted plants
10,Item 7,dessert
19,Item 7,flour
11,Item 7,mustard
13,Item 7,rice
15,Item 7,mustard
9,Item 7,butter
10,Item 7,tea
18,Item 7,butter
14,Item 7,rice
11,Item 7,frozen fish
16,Item 7,herbs
11,Item 7,fruit/vegetable juice
12,Item 7,canned fruit
8,Item 7,dish cleaner
11,Item 7,zwieback
11,Item 7,frozen meals
16,Item 7,frozen meals
11,Item 7,baking powder
19,Item 7,other vegetables
9,Item 7,cling film/bags
10,Item 7,instant food products
13,Item 7,mayonnaise
10,Item 7,white wine
16,Item 7,sauces
9,Item 7,napkins
10,Item 7,salt
12,Item 7,coffee
10,Item 7,ketchup
9,Item 7,popcorn
8,Item 7,cleaner
8,Item 7,specialty cheese
15,Item 7,root vegetables
18,Item 7,whole milk
8,Item 7,bathroom cleaner
16,Item 7,dessert
16,Item 7,soft cheese
7,Item 7,hard cheese
16,Item 7,butter milk
10,Item 7,detergent
8,Item 7,sliced cheese
8,Item 7,vinegar
8,Item 7,pudding powder
9,Item 7,curd
15,Item 7,beverages
12,Item 7,packaged fruit/vegetables
21,Item 7,soft cheese
10,Item 7,pet care
7,Item 7,male cosmetics
8,Item 7,nut snack
21,Item 7,mayonnaise
13,Item 7,fruit/vegetable juice
8,Item 7,honey
11,Item 7,spread cheese
12,Item 7,mayonnaise
16,Item 7,butter
10,Item 7,specialty bar
9,Item 7,soft cheese
11,Item 7,bottled water
15,Item 7,onions
8,Item 7,artif. sweetener
10,Item 7,snack products
13,Item 7,oil
24,Item 7,yogurt
10,Item 7,napkins
10,Item 7,rum
10,Item 7,processed cheese
12,Item 7,cat food
16,Item 7,sliced cheese
8,Item 7,soap
11,Item 7,pasta
16,Item 7,margarine
9,Item 7,frozen potato products
19,Item 7,frozen meals
20,Item 7,onions
10,Item 7,beverages
13,Item 7,sugar
18,Item 7,uht-milk
18,Item 7,condensed milk
18,Item 7,cream cheese
21,Item 7,dessert
7,Item 7,chocolate marshmallow
10,Item 7,packaged fruit/vegetables
8,Item 7,sparkling wine
11,Item 7,packaged fruit/vegetables
7,Item 7,cereals
10,Item 7,canned fish
8,Item 7,mustard
15,Item 7,packaged fruit/vegetables
9,Item 7,uht-milk
22,Item 7,pip fruit
14,Item 7,specialty cheese
10,Item 7,whole milk
14,Item 7,prosecco
14,Item 7,soft cheese
13,Item 7,jam
7,Item 7,processed cheese
23,Item 7,yogurt
10,Item 7,ice cream
9,Item 7,white wine
12,Item 7,other vegetables
16,Item 7,whipped/sour cream
7,Item 7,bags
11,Item 7,salt
9,Item 7,meat spreads
10,Item 7,instant coffee
9,Item 7,frozen meals
17,Item 7,root vegetables
9,Item 8,bottled water
11,Item 8,salty snack
8,Item 8,abrasive cleaner
13,Item 8,sugar
8,Item 8,newspapers
